0	'x4'
0	'x4^2'
0	'x3'
0.158528764251477	'x3.x4'
-0.00187016726673791	'x3.x4^2'
-0.0309435320919434	'x3^2'
-0.000368436376190279	'x3^2.x4'
0	'x2'
-0.402106903446724	'x2.x4'
-0.00192212070604264	'x2.x4^2'
0	'x2.x3'
-5.96848467594553e-05	'x2.x3.x4'
0.000273639394396206	'x2.x3^2'
-0.261437916333365	'x2^2'
0.00191239613573107	'x2^2.x4'
-8.82509339558490e-05	'x2^2.x3'
0	'x1'
0.334431710960767	'x1.x4'
-0.000785506127939656	'x1.x4^2'
0.0438541629252109	'x1.x3'
-0.000321786603214269	'x1.x3.x4'
-0.000252807042199526	'x1.x3^2'
0.619716153709042	'x1.x2'
0.000387566335359483	'x1.x2.x4'
-0.000208479873612851	'x1.x2.x3'
-0.00258735017782823	'x1.x2^2'
-0.371452090299500	'x1^2'
-0.00183577408349544	'x1^2.x4'
8.61625175778710e-05	'x1^2.x3'
-0.000281281988935975	'x1^2.x2'
0	''
0.00141763967277920	'x1^3'
0.00155014232446629	'x2^3'
9.95449313340385e-05	'x3^3'
0.00808317744760100	'x4^3'
